,has_agi,has_sssi,has_sac,is_protected,designation_count,geometry,dest_id
0,True,True,True,True,3,"MULTIPOLYGON (((456666.4988892102 193502.77439341941, 456671.17614586116 193501.8545355356, 456675.74454955803 193500.49344921662, 456680.16257740656 193498.70350557656, 456684.39007330086 193496.50097367683, 456688.3886129078 193493.9058726544, 456692.12185291195 193490.94178976474, 456695.5558613448 193487.6356659939, 456698.65942599793 193484.01755118795, 456701.4043381149 193480.12033092533, 456703.7656487851 193475.9794276152, 456705.721895708 193471.63247853777, 456707.2552982672 193467.11899375363, 456709.7552982672 193458.4189937525, 456710.91741016443 193453.42172722647, 456711.56129862607 193448.33167963897, 456711.68018397613 193443.20244547902, 456711.2728144386 193438.08803184167, 456710.3434793177 193433.04228977268, 456708.9019638343 193428.11834725624, 456698.9619638339 193399.668347257, 456697.0797794782 193395.03850412447, 456694.7447949566 193390.61969063393, 456691.9803396274 193386.4560561503, 456688.81403378915 193382.58920048721, 456685.2775127194 193379.05775827423, 456681.40611060004 193375.89701294905, 456677.23850748513 193373.13854423308, 456672.8163428399 193370.80991261106, 456668.18379951146 193368.93438396818, 456663.3871622878 193367.53069713523, 456658.4743554562 193366.61287666485, 456653.4944639808 193366.1900927089, 456624.86895788944 193365.19649652383, 456617.4533994757 193364.88426248508, 456612.63827960833 193364.9135884272, 456607.8483095801 193365.40595666078, 456603.1279139478 193366.35680071864, 456598.52087200043 193367.75730200167, 456594.069911729 193369.5944715667, 456589.8163135456 193371.8512705924, 456585.7995274284 193374.50676840582, 456582.0568070432 193377.5363366038, 456578.6228642342 193380.911877469, 456575.52954708936 193384.6020845621, 456572.8055445654 193388.57273307306, 456570.47612041206 193392.78699723922, 456568.56287886377 193397.20579188553, 456567.0835642711 193401.78813491986, 456566.05189653096 193406.49152742128, 456565.4774438414 193411.27234779604, 456565.36553396145 193416.08625634597, 456565.4854738914 193420.89677014787, 456565.8125414762 193421.37543085762, 456569.28021463286 193425.439876997, 456573.1617735179 193429.11111386798, 456575.3517769949 193430.97115328754, 456579.5725673862 193434.18661804326, 456584.1103394723 193436.93669251812, 456588.91399016156 193439.19040615982, 456591.62400014274 193440.2904323657, 456596.1703804237 193441.88533599814, 456600.8491604016 193443.03525302783, 456605.6168961234 193443.72950611115, 456610.4293176539 193443.96164888848, 456614.12223017873 193443.96165645844, 456616.51447048027 193444.03699853158, 456621.82392466936 193444.3385702573, 456622.28043330245 193445.6573998337, 456622.7742264321 193447.01974809423, 456629.5295464309 193464.84662674708, 456630.1442987585 193466.75239939752, 456630.74004659656 193468.48941420327, 456631.940044161 193471.7894718689, 456632.5058709261 193473.27185462802, 456633.15241607913 193474.88824701947, 456633.805322069 193476.60215756897, 456634.9336159296 193479.32063086916, 456635.47928545903 193480.5332502454, 456636.05235350505 193481.9341083678, 456637.6832389564 193485.512372083, 456639.59028598963 193488.95140249634, 456641.2902910535 193491.75144939977, 456642.42714527 193493.53756557193, 456644.2271518426 193496.237610311, 456646.6547746357 193499.57236554564, 456646.6791718158 193499.60312756005, 456647.13591426174 193500.39296409886, 456648.36076336424 193502.4005899836, 456648.8107649152 193503.1006016036, 456649.3717971494 193503.87835910285, 456661.75529188 193503.24466214425, 456666.4988892102 193502.77439341941)))",gs_0001
1,True,True,True,True,3,"MULTIPOLYGON (((449826.88213578716 207333.2523226644, 449830.8232883448 207336.1752806124, 449835.03196315496 207338.69786321558, 449839.46762837865 207340.79577662447, 449840.33338704664 207341.1055500292, 449842.3444026288 207342.03002740277, 449843.8450026287 207342.62982740274, 449847.98196801834 207344.07655044345, 449852.2297286035 207345.15544812282, 449856.5556488563 207345.85823127427, 449858.2541488562 207346.05823127352, 449862.8346955814 207346.3852545579, 449867.42592654674 207346.29064614052, 449868.92652654665 207346.1906461409, 449873.9012818941 207345.6076916771, 449878.79275119584 207344.5299371855, 449879.8892511958 207344.23003718458, 449883.65370051755 207343.03880835033, 449887.3124158743 207341.5542522652, 449888.41731587396 207341.0542522652, 449893.2301428049 207338.55341115998, 449897.743771982 207335.54597687934, 449901.9050915138 207332.06733791356, 449903.29849151423 207330.76783791382, 449907.5621130599 207326.26582179294, 449909.914403858 207323.45123757934, 449912.0588269951 207320.9349615514, 449913.2094792675 207319.4013193561, 449914.75013987086 207318.18960808637, 449916.62710512703 207316.8991834716, 449916.6164300234 207316.88365618046, 449919.9875134637 207314.5162527386, 449920.40115420846 207314.15383073722, 449921.05805081816 207313.7377407234, 449925.54830940085 207310.53331246835, 449929.65823907946 207306.8537390396, 449930.4580390796 207306.0539390385, 449933.52990246174 207302.68844387154, 449936.28262174287 207299.05726790265, 449938.6933351463 207295.1905686327, 449939.0006827263 207294.64355355094, 449940.07452424837 207293.12688618407, 449940.45061956294 207292.5506127222, 449942.87016818044 207289.227252723, 449944.37076818035 207286.9278527231, 449946.7456911672 207282.8866893879, 449947.85049116705 207280.78728938726, 449949.58464712364 207277.14204655096, 449950.45112019515 207275.11341538545, 449951.4979584957 207272.87342341495, 449951.9509915771 207271.79222045903, 449952.75644216826 207270.51842438878, 449952.8220651088 207270.41436046205, 449953.1617119289 207269.8742818372, 449953.8449913747 207268.8996446658, 449955.60052679805 207266.2164222869, 449955.99825765204 207265.56375342698, 449956.21828605287 207265.33637861576, 449975.21539643797 207249.03526226123, 449988.58536348905 207237.97596137144, 449988.8698392362 207237.75954331784, 449989.7694220993 207237.14445374015, 449991.01917000883 207236.3118714507, 449991.4470812376 207236.02359815914, 449992.5859513504 207235.24779656826, 449993.5593738484 207234.6555508165, 449995.3272804763 207233.6577754098, 449999.4257983512 207230.76779379995, 450003.214202589 207227.48178774296, 450016.7560717296 207214.48995019632, 450026.34830920066 207205.68782643392, 450030.8226762836 207201.01379247158, 450033.71910897497 207197.56682638815, 450058.52476075856 207180.2252843161, 450063.469318095 207176.2803731287, 450071.91275805794 207168.6215087692, 450068.80116029986 207167.4533563879, 450068.61828801944 207167.38510965387, 450065.5182315399 207166.2350777419, 450064.3329105551 207165.81225006533, 450058.93281184044 207163.96219744836, 450058.539182098 207163.8291663668, 450052.53907228383 207161.8291089885, 450051.9094744149 207161.62386325633, 450047.3593909906 207160.17382103213, 450044.3043861215 207159.30609542032, 450043.10436394764 207159.00608587847, 450040.78339119075 207158.48416984302, 450039.5333679638 207158.23416111816, 450038.67183375685 207158.06969671676, 450037.57181327604 207157.86968942414, 450035.0945021101 207157.48315663243, 450034.0888868234 207157.3519862025, 450033.13316031086 207157.22165680781, 450030.7089820071 207156.95112822327, 450029.55896036926 207156.85112270276, 450028.7898319008 207156.79021468118, 450027.3898055139 207156.6902083868, 450025.55056641804 207156.5928376232, 450024.1312711058 207156.54389197237, 450022.76197539846 207156.49498427194, 450020.9773986913 207156.46312141535, 450019.5273711488 207156.46311689448, 450018.22910694196 207156.47997058675, 450014.37903360947 207156.57996053508, 450013.0493544693 207156.6322072605, 450011.14931817533 207156.7322032867, 450007.2545311078 207157.09036820987, 450005.35449450754 207157.3403671339, 450003.6572692969 207157.59338066322, 450002.75725189515 207157.74338075714, 450002.2879335661 207157.82389771717, 450001.4379171147 207157.97389797465, 449999.2806581806 207158.40371671485, 449998.38064067706 207158.60371778152, 449997.7751964777 207158.74221056202, 449996.9251799249 207158.94221177525, 449994.2688252339 207159.6447880781, 449993.4188085781 207159.89479027543, 449990.4399670917 207160.87338607328, 449989.88995623664 207161.07338822115, 449987.74633478094 207161.9092082827, 449987.14632287517 207162.15921125392, 449986.0386221546 207162.64158325753, 449985.99630046514 207162.659217154, 449984.5369188304 207163.29473613744, 449983.98690787406 207163.54473926302, 449980.7344408182 207165.16827714667, 449979.6344187016 207165.7682853257, 449975.0572612005 207168.5945295279, 449970.81022459816 207171.89615142913, 449968.2615582823 207174.35983086782, 449962.7460980494 207178.09963758985, 449959.6245896279 207180.39773811487, 449954.1844775515 207184.7378050966, 449952.3388609216 207186.28439324145, 449940.741930078 207196.48765085603, 449934.48524322384 207201.96098523904, 449934.2755312405 207202.14547732376, 449930.2854484529 207205.67553312323, 449929.38593222655 207206.49102443026, 449927.5558940993 207208.1910515902, 449926.2307827087 207209.4682549888, 449923.9786988414 207211.72032813774, 449914.7538953635 207220.66957968252, 449905.85955190996 207229.0952453895, 449903.41619192285 207231.6008710715, 449903.1150323207 207231.8791150085, 449898.9810375203 207236.1834689651, 449895.15851545695 207240.67142962108, 449891.8637062611 207244.03944095818, 449891.4900056383 207244.4255734023, 449886.9899110927 207249.1256501601, 449885.7073697415 207250.51696269977, 449883.1063062621 207253.44802588795, 449882.8869939938 207253.69504582466, 449872.3071182778 207265.61717644494, 449871.2939551812 207266.79525313602, 449870.7939445357 207267.39526317018, 449867.2227702475 207272.24766042235, 449864.26116097585 207277.49436561821, 449860.3610714173 207285.4945079987, 449859.7439136286 207286.8085630208, 449856.9979150366 207292.8830121962, 449855.0249858015 207296.68792810847, 449853.94012806483 207298.69073255517, 449852.5955629785 207301.36061592578, 449851.89554679993 207302.86064271364, 449851.1737970608 207304.7006287787, 449847.9040874318 207305.6176019746, 449843.1954542864 207307.46917673046, 449838.6980535113 207309.78713735202, 449834.4579376904 207312.54774833503, 449830.5185248551 207315.72274151415, 449826.9201538919 207319.27960552418, 449823.69967147923 207323.18191871056, 449820.890054784 207327.38972208055, 449820.81694397447 207327.52762209246, 449823.2464609358 207329.9571390545, 449826.88213578716 207333.2523226644)))",gs_0002
