site_id,northing,easting,dataset,quality
561,206168.985,455034.8104,agi,0.4277784969053464
562,206464.2245,455006.5178,agi,0.3818228853520619
563,206698.255,454427.344,agi,0.30872679940072917
564,206854.395,455455.3336,agi,0.5103525352839582
565,206865.575,456214.7114,agi,0.6539506121127798
566,206390.625,450028.2446,agi,0.5353464270598394
567,206473.99,451256.669,agi,0.5624849532142375
568,206914.17,450713.4691,agi,0.8424952166962492
569,206994.415,451133.8764,agi,0.5089532802139802
570,207145.2996,449977.3094,agi,0.6083936934958865
571,207176.3,450505.3837,agi,0.7701918076446859
572,207307.998,450336.1315,agi,0.5379256693927621
573,207422.1253,450331.1573,agi,0.6732520201367241
574,207553.95,450889.5039,agi,0.8174182252480471
575,207830.6,450423.2852,agi,0.8697123741945854
576,202377.385,455078.2379,agi,0.38824408855742276
577,202420.445,455800.0332,agi,0.8559525750968968
578,202636.17,454700.0468,agi,0.595269776
579,202649.2,455150.4129,agi,0.454946633
580,202786.795,455292.2528,agi,0.5754814537429569
581,202823.115,456082.9513,agi,0.8880195451712862
582,202834.925,455316.2189,agi,0.5955708563957218
583,202829.65,455761.5771,agi,0.49725096617250497
584,202934.05,455545.0766,agi,0.6800405125900355
585,202939.38,455886.0121,agi,0.4440873712669159
586,204686.285,454956.8031,agi,0.34551799686519835
587,204735.76,454700.4736,agi,0.3773278331463895
588,204768.935,455226.9208,agi,0.3768275033746635
589,204901.65,455232.3446,agi,0.39114161610737663
590,205218.705,455182.7733,agi,0.38329630358964606
591,205247.135,455038.3756,agi,0.6845248468819288
592,205155.2038,455736.4691,agi,0.4091280506394869
593,205573.77,455586.0425,agi,0.5074003699943179
594,205871.3641,454762.65,agi,0.8380730459436072
595,206875.235,455346.7642,agi,0.5843769841577234
596,206933.565,455176.5359,agi,0.7005346431126164
597,206960.86,455344.0708,agi,0.4033919227209779
598,207121.1265,455179.7588,agi,0.41537341128520244
599,207184.53,455713.3138,agi,0.3245211697598873
600,207228.275,456134.4377,agi,0.40136103784329874
601,207342.29,455908.4792,agi,0.4671542034191752
602,207372.09,454744.9275,agi,0.40620629056604807
603,207476.41,455166.3378,agi,0.35322152025423337
604,207541.04,456063.2654,agi,0.3723815226603605
605,207566.025,455634.1186,agi,0.5764672608196355
606,207621.21,456600.056,agi,0.42380023104347553
607,207632.54,454471.4197,agi,0.5185619166288453
608,207854.96,455228.6557,agi,0.6020503625129141
609,208079.275,455366.8159,agi,0.7142368971776192
610,208206.595,454816.7705,agi,0.32358728390465935
611,208221.81,454865.0571,agi,0.7796462393454257
612,206622.1,452044.7415,agi,0.6767402336945447
613,207272.085,452933.5675,agi,0.34905541916932314
614,207343.65,451559.5676,agi,0.8241471744640665
615,207528.88,453714.2452,agi,0.85252344
616,207715.725,452623.0557,agi,0.33664677591291825
617,207831.6,453964.1884,agi,0.46612658888832226
618,207987.6,454068.643,agi,0.7837207678758369
619,208138.67,453583.1689,agi,0.7489558142301951
620,208222.325,454075.2367,agi,0.4107126116138264
621,208387.225,452744.3924,agi,0.4256095940020262
622,208161.75,451204.6274,agi,0.5222832616748292
623,208407.965,450233.1375,agi,0.5907137911146128
624,208483.875,450382.4621,agi,0.6709528629181776
625,208505.1458,449382.0412,agi,0.5213481837418634
626,208962.58,451129.0192,agi,0.5775208296798888
627,209169.05,450510.4946,agi,0.748482563
628,209258.78,450839.8747,agi,0.3220099217343587
629,209667.5026,448869.4817,agi,0.4514621666064125
630,209711.8249,449074.6036,agi,0.7280097515307316
631,209737.1227,449491.7135,agi,0.8371241026123197
632,209834.0498,448503.7901,agi,0.6070064652693997
633,209993.75,448764.8293,agi,0.6192680911591895
634,208439.195,453017.8973,agi,0.36430320680386563
635,208483.11,454134.0769,agi,0.5684474200940728
636,208710.505,452679.9745,agi,0.61957036
637,208773.875,453000.88,agi,0.44548230218083784
638,208881.38,452712.293,agi,0.46154593856962856
639,208996.6,452446.7855,agi,0.5263704978627737
640,209855.475,449677.4507,agi,0.3120427186666358
641,209968.7994,449342.4935,agi,0.49324749934990697
642,209997.09,451326.5836,agi,0.42686880419792683
643,210356.56,451010.9766,agi,0.49649841130674877
644,210437.63,450943.0355,agi,0.37185727909155075
645,210570.25,450128.7496,agi,0.834316368
