,access_pt_id,site_id,has_agi,has_sac,has_sssi,is_protected,designation_count,snap_distance_m,easting,northing,geometry
839,ap_0292789,304,True,False,False,False,1,0.12521980644010813,457160.2599999998,204872.24000000022,POINT (457160.2599999998 204872.24000000022)
840,ap_0292795,312,True,False,False,False,1,0.43939039361700005,459476.79000000004,205850.6099999994,POINT (459476.79000000004 205850.6099999994)
841,ap_0292796,312,True,False,False,False,1,0.0,459514.0499999998,205864.56000000052,POINT (459514.0499999998 205864.56000000052)
842,ap_0292797,312,True,False,False,False,1,0.0,459516.3300000001,205872.6400000006,POINT (459516.3300000001 205872.6400000006)
843,ap_0292800,311,True,False,False,False,1,0.14035668812583293,459623.13999999966,205529.00999999978,POINT (459623.13999999966 205529.00999999978)
844,ap_0292802,310,True,False,False,False,1,0.08079540186582522,459692.03000000026,205768.91000000015,POINT (459692.03000000026 205768.91000000015)
845,ap_0292805,209,True,False,False,False,1,0.0392040891707892,459830.8200000003,202916.90000000037,POINT (459830.8200000003 202916.90000000037)
846,ap_0292808,209,True,False,False,False,1,0.0,460007.20999999996,203026.81000000052,POINT (460007.20999999996 203026.81000000052)
847,ap_0292809,309,True,False,False,False,1,0.4742362279813348,460265.6799999997,205417.65000000037,POINT (460265.6799999997 205417.65000000037)
848,ap_0292813,309,True,False,False,False,1,0.48466483183965325,460326.1799999997,205487.44999999925,POINT (460326.1799999997 205487.44999999925)
849,ap_0292814,309,True,False,False,False,1,0.08939907729130149,460350.78000000026,205382.19999999925,POINT (460350.78000000026 205382.19999999925)
850,ap_0292815,309,True,False,False,False,1,0.4435032372022461,460356.53000000026,205475.0399999991,POINT (460356.53000000026 205475.0399999991)
851,ap_0292816,441,True,False,False,False,1,0.398112581608399,460506.1699999999,206424.3599999994,POINT (460506.1699999999 206424.3599999994)
852,ap_0292817,90,True,False,False,False,1,0.0,457335.08999999985,196217.47000000067,POINT (457335.08999999985 196217.47000000067)
853,ap_0292819,90,True,False,False,False,1,0.0,457679.0499999998,196257.41000000015,POINT (457679.0499999998 196257.41000000015)
854,ap_0292821,90,True,False,False,False,1,4.552295145025361,457330.53000000026,196267.94999999925,POINT (457330.53000000026 196267.94999999925)
855,ap_0292822,90,True,False,False,False,1,0.0,457335.25,196268.5,POINT (457335.25 196268.5)
856,ap_0292825,90,True,False,False,False,1,45.51579945435699,457326.48000000045,196320.75999999978,POINT (457326.48000000045 196320.75999999978)
857,ap_0292826,90,True,False,False,False,1,0.35999999940395355,456996.61000000034,196350.6400000006,POINT (456996.61000000034 196350.6400000006)
858,ap_0292827,90,True,False,False,False,1,0.1600000001490116,456996.4000000004,196350.83999999985,POINT (456996.4000000004 196350.83999999985)
859,ap_0292828,90,True,False,False,False,1,0.13000000081956387,456996.3700000001,196350.86999999918,POINT (456996.3700000001 196350.86999999918)
860,ap_0292829,90,True,False,False,False,1,0.0,457033.5700000003,196367.80000000075,POINT (457033.5700000003 196367.80000000075)
861,ap_0292830,90,True,False,False,False,1,0.0,457007.41000000015,196377.75,POINT (457007.41000000015 196377.75)
862,ap_0292832,91,True,False,False,False,1,0.6356757899005121,459751.5499999998,196456.44999999925,POINT (459751.5499999998 196456.44999999925)
863,ap_0292833,91,True,False,False,False,1,0.0,459758.3099999996,196458.0,POINT (459758.3099999996 196458)
864,ap_0292834,91,True,False,False,False,1,0.0,459668.6500000004,196464.3900000006,POINT (459668.6500000004 196464.3900000006)
865,ap_0292835,92,True,False,False,False,1,0.07765802780215916,460939.9299999997,196482.8599999994,POINT (460939.9299999997 196482.8599999994)
866,ap_0292836,92,True,False,False,False,1,0.0,460926.53000000026,196515.0,POINT (460926.53000000026 196515)
867,ap_0292838,90,True,False,False,False,1,0.0,457264.51999999955,196583.97000000067,POINT (457264.51999999955 196583.97000000067)
868,ap_0292843,121,True,False,False,False,1,0.10252051408557737,460189.25,198012.6400000006,POINT (460189.25 198012.6400000006)
869,ap_0292844,121,True,False,False,False,1,0.0,460592.0599999996,198603.43999999948,POINT (460592.0599999996 198603.43999999948)
870,ap_0292845,121,True,False,False,False,1,0.0,460527.1299999999,198616.41999999993,POINT (460527.1299999999 198616.41999999993)
871,ap_0292846,121,True,False,False,False,1,0.22266624054645678,460455.7000000002,198674.08999999985,POINT (460455.7000000002 198674.08999999985)
872,ap_0292847,121,True,False,False,False,1,0.0,460437.01999999955,198680.74000000022,POINT (460437.01999999955 198680.74000000022)
873,ap_0292848,40,True,False,False,False,1,0.0,456622.9500000002,193415.16000000015,POINT (456622.9500000002 193415.16000000015)
874,ap_0292849,42,True,False,False,False,1,0.34684328383595886,460220.3499999996,193465.5399999991,POINT (460220.3499999996 193465.5399999991)
875,ap_0292850,42,True,False,False,False,1,0.26451299350911883,460212.2599999998,193468.61999999918,POINT (460212.2599999998 193468.61999999918)
876,ap_0292851,42,True,False,False,False,1,0.0,460208.5,193515.61999999918,POINT (460208.5 193515.61999999918)
877,ap_0292852,42,True,False,False,False,1,0.0,459937.58999999985,193524.8200000003,POINT (459937.58999999985 193524.8200000003)
878,ap_0292853,42,True,False,False,False,1,0.39298368951874313,460231.9500000002,193536.3900000006,POINT (460231.9500000002 193536.3900000006)
879,ap_0292854,42,True,False,False,False,1,0.0,460020.75,193552.1799999997,POINT (460020.75 193552.1799999997)
880,ap_0292855,42,True,False,False,False,1,0.29557063451490345,460206.33999999985,193582.7100000009,POINT (460206.33999999985 193582.7100000009)
881,ap_0292856,42,True,False,False,False,1,0.3269556551246324,459952.8700000001,193609.69999999925,POINT (459952.8700000001 193609.69999999925)
882,ap_0292857,42,True,False,False,False,1,0.0,460002.4199999999,193620.25,POINT (460002.4199999999 193620.25)
883,ap_0292858,42,True,False,False,False,1,0.0,459859.2599999998,193639.7100000009,POINT (459859.2599999998 193639.7100000009)
884,ap_0292859,42,True,False,False,False,1,0.09847190205001606,459901.4900000002,193665.88000000082,POINT (459901.4900000002 193665.88000000082)
885,ap_0292860,42,True,False,False,False,1,0.0,460190.38999999966,193685.51999999955,POINT (460190.38999999966 193685.51999999955)
886,ap_0292861,42,True,False,False,False,1,18.047099489857647,460212.6699999999,193688.66999999993,POINT (460212.6699999999 193688.66999999993)
887,ap_0292862,53,True,False,False,False,1,0.4388425607151512,457883.5800000001,193926.1799999997,POINT (457883.5800000001 193926.1799999997)
888,ap_0292867,53,True,False,False,False,1,0.0,457893.7599999998,194135.2899999991,POINT (457893.7599999998 194135.2899999991)
889,ap_0292868,53,True,False,False,False,1,0.0,457896.5700000003,194191.91999999993,POINT (457896.5700000003 194191.91999999993)
890,ap_0292869,53,True,False,False,False,1,0.0,457840.5999999996,194649.25,POINT (457840.5999999996 194649.25)
891,ap_0292870,53,True,False,False,False,1,0.30999999959021807,457820.6900000004,194716.38000000082,POINT (457820.6900000004 194716.38000000082)
892,ap_0292871,53,True,False,False,False,1,0.0,457871.41000000015,194756.83999999985,POINT (457871.41000000015 194756.83999999985)
893,ap_0292872,53,True,False,False,False,1,0.32877546505239724,457873.3700000001,194868.72000000067,POINT (457873.3700000001 194868.72000000067)
894,ap_0292873,53,True,False,False,False,1,0.32292055964482097,457873.36000000034,194868.75,POINT (457873.36000000034 194868.75)
895,ap_0292878,90,True,False,False,False,1,0.0,457335.23000000045,196216.49000000022,POINT (457335.23000000045 196216.49000000022)
896,ap_0292879,121,True,False,False,False,1,0.0,460393.7000000002,198696.66000000015,POINT (460393.7000000002 198696.66000000015)
897,ap_0292880,121,True,False,False,False,1,0.0,460390.33999999985,198704.23000000045,POINT (460390.33999999985 198704.23000000045)
898,ap_0292881,121,True,False,False,False,1,0.050767308067557984,460648.9000000004,198725.09999999963,POINT (460648.9000000004 198725.09999999963)
899,ap_0292882,121,True,False,False,False,1,0.48414873800425196,460421.7000000002,198731.61999999918,POINT (460421.7000000002 198731.61999999918)
900,ap_0292883,121,True,False,False,False,1,0.0,460646.7000000002,198735.40000000037,POINT (460646.7000000002 198735.40000000037)
901,ap_0292884,121,True,False,False,False,1,0.260192236393211,460377.9900000002,198751.74000000022,POINT (460377.9900000002 198751.74000000022)
902,ap_0292885,121,True,False,False,False,1,0.0,460422.86000000034,198787.0399999991,POINT (460422.86000000034 198787.0399999991)
903,ap_0292888,120,True,False,False,False,1,0.3764306039480955,456127.7599999998,199127.2899999991,POINT (456127.7599999998 199127.2899999991)
904,ap_0292889,121,True,False,False,False,1,0.0,459202.2999999998,199221.19999999925,POINT (459202.2999999998 199221.19999999925)
905,ap_0292890,120,True,False,False,False,1,0.0,456450.6900000004,199422.2899999991,POINT (456450.6900000004 199422.2899999991)
906,ap_0292891,120,True,False,False,False,1,0.0,456591.4400000004,199478.16000000015,POINT (456591.4400000004 199478.16000000015)
907,ap_0292892,120,True,False,False,False,1,0.0,456249.5999999996,199508.58999999985,POINT (456249.5999999996 199508.58999999985)
908,ap_0292893,120,True,False,False,False,1,0.0,456372.4900000002,199560.15000000037,POINT (456372.4900000002 199560.15000000037)
909,ap_0292894,120,True,False,False,False,1,0.0,456531.26999999955,199573.13000000082,POINT (456531.26999999955 199573.13000000082)
910,ap_0292896,148,True,False,False,False,1,0.014884168742148717,456750.6200000001,200238.80000000075,POINT (456750.6200000001 200238.80000000075)
911,ap_0292897,150,True,False,False,False,1,0.6318570324892256,460215.5499999998,201242.50999999978,POINT (460215.5499999998 201242.50999999978)
912,ap_0292898,149,True,False,False,False,1,0.3560000009834766,458068.98000000045,201991.5399999991,POINT (458068.98000000045 201991.5399999991)
913,ap_0292899,149,True,False,False,False,1,0.0,458040.7999999998,202018.59999999963,POINT (458040.7999999998 202018.59999999963)
914,ap_0292900,208,True,False,False,False,1,0.24020824320330475,458153.2400000002,202077.99000000022,POINT (458153.2400000002 202077.99000000022)
915,ap_0292901,207,True,False,False,False,1,0.1029962098465237,455928.0099999998,202223.6799999997,POINT (455928.0099999998 202223.6799999997)
916,ap_0292902,207,True,False,False,False,1,0.0,455952.75,202226.15000000037,POINT (455952.75 202226.15000000037)
917,ap_0292903,207,True,False,False,False,1,6.27942744078649,455962.7599999998,202410.3200000003,POINT (455962.7599999998 202410.3200000003)
918,ap_0292904,207,True,False,False,False,1,0.21999999973922968,456002.21999999974,202437.30000000075,POINT (456002.21999999974 202437.30000000075)
919,ap_0292906,208,True,False,False,False,1,9.68687286314701,458373.45999999996,202455.38000000082,POINT (458373.45999999996 202455.38000000082)
920,ap_0292907,208,True,False,False,False,1,0.23763237623960132,458372.21999999974,202464.80000000075,POINT (458372.21999999974 202464.80000000075)
921,ap_0292908,207,True,False,False,False,1,0.0,455962.9000000004,202490.5,POINT (455962.9000000004 202490.5)
922,ap_0292909,207,True,False,False,False,1,0.0,456115.95999999996,202505.47000000067,POINT (456115.95999999996 202505.47000000067)
923,ap_0292911,283,True,False,False,False,1,0.0,455951.1900000004,204353.11999999918,POINT (455951.1900000004 204353.11999999918)
924,ap_0292912,277,True,False,True,True,2,0.0,456071.7000000002,205685.19999999925,POINT (456071.7000000002 205685.19999999925)
925,ap_0292914,207,True,False,False,False,1,0.0,456089.8499999996,202807.7100000009,POINT (456089.8499999996 202807.7100000009)
926,ap_0292915,277,True,False,True,True,2,0.0,456114.70999999996,205640.74000000022,POINT (456114.70999999996 205640.74000000022)
927,ap_0292916,281,True,False,False,False,1,0.0041772789018821085,456129.1299999999,205653.13000000082,POINT (456129.1299999999 205653.13000000082)
928,ap_0292920,410,True,False,False,False,1,0.5480730509795365,456153.76999999955,206838.5,POINT (456153.76999999955 206838.5)
929,ap_0292923,410,True,False,False,False,1,0.0,456193.79000000004,206844.7100000009,POINT (456193.79000000004 206844.7100000009)
930,ap_0292927,280,True,False,False,False,1,0.028801089415509896,456368.6500000004,205377.38000000082,POINT (456368.6500000004 205377.38000000082)
931,ap_0292928,405,True,False,True,True,2,0.0,456383.70999999996,206195.41000000015,POINT (456383.70999999996 206195.41000000015)
932,ap_0292929,277,True,False,True,True,2,0.0,456387.88999999966,205353.09999999963,POINT (456387.88999999966 205353.09999999963)
933,ap_0292930,405,True,False,True,True,2,0.0,456493.79000000004,206182.56000000052,POINT (456493.79000000004 206182.56000000052)
934,ap_0292931,281,True,False,False,False,1,0.0,456531.9199999999,205586.19999999925,POINT (456531.9199999999 205586.19999999925)
935,ap_0292932,278,True,False,True,True,2,0.0,456671.98000000045,205554.08000000007,POINT (456671.98000000045 205554.08000000007)
936,ap_0292933,302,True,False,True,True,2,0.0,456913.54000000004,205995.24000000022,POINT (456913.54000000004 205995.24000000022)
937,ap_0292934,305,True,False,False,False,1,0.11535230324651498,456918.61000000034,204741.44999999925,POINT (456918.61000000034 204741.44999999925)
938,ap_0292935,305,True,False,False,False,1,0.0,456924.1299999999,204739.8900000006,POINT (456924.1299999999 204739.8900000006)
939,ap_0292936,306,True,False,False,False,1,0.0,456925.5599999996,204550.31000000052,POINT (456925.5599999996 204550.31000000052)
940,ap_0292937,305,True,False,False,False,1,0.20748549679437425,456925.88999999966,204707.75999999978,POINT (456925.88999999966 204707.75999999978)
941,ap_0292938,305,True,False,False,False,1,0.0,456928.01999999955,204708.9600000009,POINT (456928.01999999955 204708.9600000009)
942,ap_0292939,305,True,False,False,False,1,0.0,456949.5099999998,204700.23000000045,POINT (456949.5099999998 204700.23000000045)
943,ap_0292940,305,True,False,False,False,1,0.0,457066.7400000002,204603.34999999963,POINT (457066.7400000002 204603.34999999963)
944,ap_0292941,418,True,False,False,False,1,0.0,455641.73000000045,207588.08000000007,POINT (455641.73000000045 207588.08000000007)
945,ap_0292942,416,True,False,False,False,1,0.0,455650.38999999966,208039.77999999933,POINT (455650.38999999966 208039.77999999933)
946,ap_0292943,417,True,False,False,False,1,0.0,455685.6799999997,207234.00999999978,POINT (455685.6799999997 207234.00999999978)
947,ap_0292944,417,True,False,False,False,1,0.2941925471655548,455724.2999999998,207135.06000000052,POINT (455724.2999999998 207135.06000000052)
948,ap_0292945,416,True,False,False,False,1,0.49073210637000336,455856.4500000002,208008.3200000003,POINT (455856.4500000002 208008.3200000003)
949,ap_0292946,415,True,False,False,False,1,0.3068843434195516,455878.63999999966,207326.65000000037,POINT (455878.63999999966 207326.65000000037)
950,ap_0292949,415,True,False,False,False,1,0.6700000006705522,455888.5099999998,207363.47000000067,POINT (455888.5099999998 207363.47000000067)
951,ap_0292951,415,True,False,False,False,1,0.6379052258656555,455929.4299999997,207336.51999999955,POINT (455929.4299999997 207336.51999999955)
952,ap_0292953,413,True,False,False,False,1,0.0,456062.9000000004,207551.66999999993,POINT (456062.9000000004 207551.66999999993)
953,ap_0292954,412,True,False,False,False,1,0.0,456151.25,207984.55000000075,POINT (456151.25 207984.55000000075)
954,ap_0292955,412,True,False,False,False,1,0.0,456153.6900000004,207963.98000000045,POINT (456153.6900000004 207963.98000000045)
955,ap_0292956,411,True,False,False,False,1,0.20591260237830475,456157.0999999996,207249.1799999997,POINT (456157.0999999996 207249.1799999997)
956,ap_0292958,409,True,False,False,False,1,0.0,456596.4199999999,207609.18999999948,POINT (456596.4199999999 207609.18999999948)
957,ap_0292959,685,True,False,False,False,1,0.0,456940.2599999998,210910.0,POINT (456940.2599999998 210910)
958,ap_0292961,622,True,False,False,False,1,0.23368297760109413,457764.0999999996,209389.22000000067,POINT (457764.0999999996 209389.22000000067)
959,ap_0292962,622,True,False,False,False,1,0.0,457770.8499999996,209355.7100000009,POINT (457770.8499999996 209355.7100000009)
960,ap_0292963,621,True,False,False,False,1,0.34999999962747097,457803.6500000004,209320.15000000037,POINT (457803.6500000004 209320.15000000037)
961,ap_0292965,621,True,False,False,False,1,0.24000000022351742,457834.58999999985,209323.24000000022,POINT (457834.58999999985 209323.24000000022)
962,ap_0292966,439,True,False,False,False,1,0.0,458247.9900000002,207497.31000000052,POINT (458247.9900000002 207497.31000000052)
963,ap_0292968,438,True,False,False,False,1,2.6866653283686497,458320.5700000003,208069.3900000006,POINT (458320.5700000003 208069.3900000006)
964,ap_0292969,438,True,False,False,False,1,0.0,458326.0700000003,208088.68999999948,POINT (458326.0700000003 208088.68999999948)
965,ap_0292970,437,True,False,False,False,1,0.13743291088086398,458331.1799999997,207660.3200000003,POINT (458331.1799999997 207660.3200000003)
966,ap_0292971,438,True,False,False,False,1,0.007071067653814793,458338.8200000003,208091.18999999948,POINT (458338.8200000003 208091.18999999948)
967,ap_0292972,207,True,False,False,False,1,0.0,455003.88999999966,202246.25999999978,POINT (455003.88999999966 202246.25999999978)
968,ap_0292973,207,True,False,False,False,1,0.0,455013.45999999996,202469.1799999997,POINT (455013.45999999996 202469.1799999997)
969,ap_0292974,120,True,False,False,False,1,0.4829906840062749,455014.48000000045,199117.69999999925,POINT (455014.48000000045 199117.69999999925)
970,ap_0292975,207,True,False,False,False,1,0.0,455084.0499999998,202258.24000000022,POINT (455084.0499999998 202258.24000000022)
971,ap_0292976,207,True,False,False,False,1,0.0,455114.7599999998,202264.30000000075,POINT (455114.7599999998 202264.30000000075)
972,ap_0292977,207,True,False,False,False,1,0.0,455114.8099999996,202264.31000000052,POINT (455114.8099999996 202264.31000000052)
973,ap_0292978,207,True,False,False,False,1,0.0,455127.51999999955,202267.9299999997,POINT (455127.51999999955 202267.9299999997)
974,ap_0292979,207,True,False,False,False,1,0.0,455127.53000000026,202267.94999999925,POINT (455127.53000000026 202267.94999999925)
975,ap_0292980,207,True,False,False,False,1,0.1272792204028443,455132.4900000002,202278.31000000052,POINT (455132.4900000002 202278.31000000052)
976,ap_0292981,207,True,False,False,False,1,0.05656854254760737,455132.5800000001,202278.5,POINT (455132.5800000001 202278.5)
977,ap_0292982,207,True,False,False,False,1,0.0,455136.70999999996,202281.24000000022,POINT (455136.70999999996 202281.24000000022)
978,ap_0292983,207,True,False,False,False,1,0.0,455145.41000000015,202276.88000000082,POINT (455145.41000000015 202276.88000000082)
979,ap_0292984,207,True,False,False,False,1,0.0,455145.45999999996,202276.83000000007,POINT (455145.45999999996 202276.83000000007)
980,ap_0292985,207,True,False,False,False,1,0.0,455159.0700000003,202380.48000000045,POINT (455159.0700000003 202380.48000000045)
981,ap_0292986,207,True,False,False,False,1,0.4426995399733563,455173.4400000004,202483.1400000006,POINT (455173.4400000004 202483.1400000006)
982,ap_0292987,207,True,False,False,False,1,0.030113137709847845,455270.48000000045,202299.11999999918,POINT (455270.48000000045 202299.11999999918)
983,ap_0292988,207,True,False,False,False,1,0.0,455271.8099999996,202393.41000000015,POINT (455271.8099999996 202393.41000000015)
984,ap_0292989,207,True,False,False,False,1,0.0,455303.1500000004,202070.22000000067,POINT (455303.1500000004 202070.22000000067)
985,ap_0292990,207,True,False,False,False,1,0.18507558779609237,455311.5999999996,202086.6400000006,POINT (455311.5999999996 202086.6400000006)
986,ap_0292991,207,True,False,False,False,1,0.29923589908619525,455459.83999999985,202434.27999999933,POINT (455459.83999999985 202434.27999999933)
987,ap_0292992,207,True,False,False,False,1,0.0,455568.3200000003,202065.5700000003,POINT (455568.3200000003 202065.5700000003)
988,ap_0292993,148,True,False,False,False,1,0.47010637129039795,455579.76999999955,202029.58999999985,POINT (455579.76999999955 202029.58999999985)
989,ap_0292994,207,True,False,False,False,1,0.0,455655.26999999955,202327.75,POINT (455655.26999999955 202327.75)
990,ap_0292995,207,True,False,False,False,1,0.041347759708827474,455668.4000000004,202451.08000000007,POINT (455668.4000000004 202451.08000000007)
991,ap_0292996,207,True,False,False,False,1,0.0,455687.28000000026,202400.5700000003,POINT (455687.28000000026 202400.5700000003)
992,ap_0292997,207,True,False,False,False,1,0.0,455753.1799999997,202347.25,POINT (455753.1799999997 202347.25)
993,ap_0292998,207,True,False,False,False,1,0.19922349226075664,455804.8499999996,202351.74000000022,POINT (455804.8499999996 202351.74000000022)
994,ap_0292999,207,True,False,False,False,1,0.0,455817.6900000004,202466.77999999933,POINT (455817.6900000004 202466.77999999933)
995,ap_0293000,207,True,False,False,False,1,0.0,455916.13999999966,202415.40000000037,POINT (455916.13999999966 202415.40000000037)
996,ap_0293001,207,True,False,False,False,1,0.14560219836895746,455919.95999999996,202380.8599999994,POINT (455919.95999999996 202380.8599999994)
997,ap_0293002,207,True,False,False,False,1,0.0,455924.45999999996,202241.00999999978,POINT (455924.45999999996 202241.00999999978)
998,ap_0293004,280,True,False,False,False,1,0.12715049856322722,455657.88999999966,205489.41000000015,POINT (455657.88999999966 205489.41000000015)
999,ap_0293005,284,True,False,False,False,1,0.16883160112381254,455621.70999999996,205500.23000000045,POINT (455621.70999999996 205500.23000000045)
1000,ap_0293006,284,True,False,False,False,1,0.0,455558.28000000026,205550.1400000006,POINT (455558.28000000026 205550.1400000006)
1001,ap_0293007,284,True,False,False,False,1,0.0,455559.1500000004,205604.68999999948,POINT (455559.1500000004 205604.68999999948)
1002,ap_0293008,280,True,False,False,False,1,0.01999999955296516,455660.98000000045,205707.30000000075,POINT (455660.98000000045 205707.30000000075)
1003,ap_0293009,294,True,False,False,False,1,0.0,454850.6299999999,205783.19999999925,POINT (454850.6299999999 205783.19999999925)
1004,ap_0293010,294,True,False,False,False,1,0.0,454860.6900000004,205820.06000000052,POINT (454860.6900000004 205820.06000000052)
1005,ap_0293011,294,True,False,False,False,1,0.0,454860.73000000045,205820.06000000052,POINT (454860.73000000045 205820.06000000052)
1006,ap_0293012,286,True,False,False,False,1,0.0,455277.1500000004,205944.05000000075,POINT (455277.1500000004 205944.05000000075)
1007,ap_0293013,286,True,False,False,False,1,0.0,455318.45999999996,205992.2899999991,POINT (455318.45999999996 205992.2899999991)
1008,ap_0293014,286,True,False,False,False,1,0.4138604690629853,455328.4500000002,206011.16999999993,POINT (455328.4500000002 206011.16999999993)
1009,ap_0293015,286,True,False,False,False,1,0.0,455287.28000000026,206021.22000000067,POINT (455287.28000000026 206021.22000000067)
1010,ap_0293016,286,True,False,False,False,1,0.0,455285.4299999997,206023.38000000082,POINT (455285.4299999997 206023.38000000082)
1011,ap_0293017,281,True,False,False,False,1,0.0,455813.45999999996,206131.30000000075,POINT (455813.45999999996 206131.30000000075)
1012,ap_0293018,295,True,False,False,False,1,0.0,454931.13999999966,206140.6099999994,POINT (454931.13999999966 206140.6099999994)
1013,ap_0293019,292,True,False,False,False,1,0.3067143992667228,455042.9900000002,206140.66999999993,POINT (455042.9900000002 206140.66999999993)
1014,ap_0293020,289,True,False,False,False,1,0.0,455188.03000000026,206142.05000000075,POINT (455188.03000000026 206142.05000000075)
1015,ap_0293021,428,True,False,False,False,1,0.0,455039.8099999996,206204.73000000045,POINT (455039.8099999996 206204.73000000045)
1016,ap_0293023,419,True,False,False,False,1,0.0,455435.33999999985,206831.3900000006,POINT (455435.33999999985 206831.3900000006)
1017,ap_0293024,420,True,False,False,False,1,0.14849242468137772,455309.7599999998,206841.97000000067,POINT (455309.7599999998 206841.97000000067)
1018,ap_0293025,419,True,False,False,False,1,0.4383034565889628,455480.45999999996,206868.93999999948,POINT (455480.45999999996 206868.93999999948)
1019,ap_0293026,422,True,False,False,False,1,0.0,455237.7000000002,206887.2100000009,POINT (455237.7000000002 206887.2100000009)
1020,ap_0293027,422,True,False,False,False,1,0.0,455240.29000000004,206903.6400000006,POINT (455240.29000000004 206903.6400000006)
1021,ap_0293028,422,True,False,False,False,1,0.14945970129413194,455283.1699999999,206903.9299999997,POINT (455283.1699999999 206903.9299999997)
1022,ap_0293029,422,True,False,False,False,1,0.0,455273.45999999996,206910.75,POINT (455273.45999999996 206910.75)
1023,ap_0293030,420,True,False,False,False,1,0.11180339845848937,455381.9500000002,206930.09999999963,POINT (455381.9500000002 206930.09999999963)
1024,ap_0293031,421,True,False,False,False,1,0.17560233015165053,455324.95999999996,206949.25,POINT (455324.95999999996 206949.25)
1025,ap_0293032,422,True,False,False,False,1,0.0,455268.9000000004,206957.01999999955,POINT (455268.9000000004 206957.01999999955)
1026,ap_0293033,422,True,False,False,False,1,1.8739112973646777,455226.78000000026,206975.0399999991,POINT (455226.78000000026 206975.0399999991)
1027,ap_0293036,207,True,False,False,False,1,0.017815079280527737,455163.8799999999,202609.16000000015,POINT (455163.8799999999 202609.16000000015)
1028,ap_0293038,207,True,False,False,False,1,0.22561028336440445,455179.21999999974,202619.05000000075,POINT (455179.21999999974 202619.05000000075)
1029,ap_0293040,207,True,False,False,False,1,0.0,455170.8499999996,202634.69999999925,POINT (455170.8499999996 202634.69999999925)
1030,ap_0293043,207,True,False,False,False,1,0.17017657454193413,455152.4000000004,202663.69999999925,POINT (455152.4000000004 202663.69999999925)
1031,ap_0293044,207,True,False,False,False,1,0.0,455125.16000000015,202671.98000000045,POINT (455125.16000000015 202671.98000000045)
1032,ap_0293045,207,True,False,False,False,1,0.32526911931947006,455130.8799999999,202677.33999999985,POINT (455130.8799999999 202677.33999999985)
1033,ap_0293046,207,True,False,False,False,1,0.04260005983036758,455138.1500000004,202683.8599999994,POINT (455138.1500000004 202683.8599999994)
1034,ap_0293048,207,True,False,False,False,1,0.0,455294.2000000002,202762.30000000075,POINT (455294.2000000002 202762.30000000075)
1035,ap_0293049,207,True,False,False,False,1,0.23430749052522637,455263.96999999974,202774.66999999993,POINT (455263.96999999974 202774.66999999993)
1036,ap_0293050,207,True,False,False,False,1,0.13689655251801014,455307.23000000045,202775.02999999933,POINT (455307.23000000045 202775.02999999933)
1037,ap_0293051,207,True,False,False,False,1,3.4680974601822814,455762.9400000004,202802.2100000009,POINT (455762.9400000004 202802.2100000009)
1038,ap_0293052,207,True,False,False,False,1,0.155563491676648,455344.88999999966,202811.66999999993,POINT (455344.88999999966 202811.66999999993)
1039,ap_0293053,207,True,False,False,False,1,0.11691580667681863,455755.8099999996,202817.09999999963,POINT (455755.8099999996 202817.09999999963)
1040,ap_0293055,207,True,False,False,False,1,2.3158636032953437,455791.45999999996,202874.26999999955,POINT (455791.45999999996 202874.26999999955)
1041,ap_0293056,207,True,False,False,False,1,0.0,455496.8300000001,202911.3599999994,POINT (455496.8300000001 202911.3599999994)
1042,ap_0293057,207,True,False,False,False,1,1.8727645495836984,455492.6200000001,202914.66000000015,POINT (455492.6200000001 202914.66000000015)
1043,ap_0293058,207,True,False,False,False,1,0.0,455880.8499999996,202934.66000000015,POINT (455880.8499999996 202934.66000000015)
1044,ap_0293059,207,True,False,False,False,1,3.5240459706180634,455574.6699999999,202973.30000000075,POINT (455574.6699999999 202973.30000000075)
1045,ap_0293061,207,True,False,False,False,1,0.2388122273509199,455098.26999999955,202992.9299999997,POINT (455098.26999999955 202992.9299999997)
1046,ap_0293067,207,True,False,False,False,1,0.0,455064.16000000015,203020.05000000075,POINT (455064.16000000015 203020.05000000075)
1047,ap_0293068,207,True,False,False,False,1,0.0,455073.4299999997,203034.25,POINT (455073.4299999997 203034.25)
1048,ap_0293069,207,True,False,False,False,1,0.4609772230666766,455143.3499999996,203036.69999999925,POINT (455143.3499999996 203036.69999999925)
1049,ap_0293070,207,True,False,False,False,1,0.0,455078.26999999955,203062.02999999933,POINT (455078.26999999955 203062.02999999933)
1050,ap_0293071,207,True,False,False,False,1,0.0,455078.2599999998,203062.05000000075,POINT (455078.2599999998 203062.05000000075)
1051,ap_0293072,207,True,False,False,False,1,0.4636365376841084,454807.5999999996,203078.75,POINT (454807.5999999996 203078.75)
1052,ap_0293073,207,True,False,False,False,1,0.0,455061.7999999998,203083.40000000037,POINT (455061.7999999998 203083.40000000037)
1053,ap_0293074,207,True,False,False,False,1,0.0,455063.0099999998,203087.65000000037,POINT (455063.0099999998 203087.65000000037)
1054,ap_0293079,285,True,False,False,False,1,0.014142135307629587,455345.0099999998,204448.97000000067,POINT (455345.0099999998 204448.97000000067)
1055,ap_0293080,283,True,False,False,False,1,0.3188877731388878,455822.6799999997,204473.02999999933,POINT (455822.6799999997 204473.02999999933)
1056,ap_0293081,283,True,False,False,False,1,0.3655283509539471,455822.6500000004,204473.16000000015,POINT (455822.6500000004 204473.16000000015)
